InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV101417,P1017,Charger,9,2023-04-04,318.95,10138,France,2870.5499999999997
INV101418,P1018,Backpack,4,2023-06-03,388.37,10044,Netherlands,1553.48
INV101419,P1019,Laptop,1,2023-10-12,21.73,10146,Norway,21.73
INV101420,P1000,Phone Case,1,2023-03-21,298.61,10171,Italy,298.61
INV101421,P1001,Charger,3,2023-10-19,97.43,10187,Italy,292.29
INV101422,P1002,Smartwatch,5,2023-03-25,176.25,10027,France,881.25
INV101423,P1003,Backpack,5,2023-12-31,177.24,10068,France,886.2
INV101424,P1004,Headphones,9,2023-02-06,237.18,10112,Germany,2134.62
INV101425,P1005,Keyboard,2,2023-12-08,170.4,10186,United Kingdom,340.8
INV101426,P1006,Monitor,2,2023-11-23,58.14,10145,Germany,116.28
INV101427,P1007,Keyboard,6,2023-08-20,77.09,10027,United Kingdom,462.54
INV101428,P1008,Headphones,9,2023-04-03,21.55,10053,United Kingdom,193.95000000000002
INV101429,P1009,Smartwatch,1,2023-12-02,237.77,10139,France,237.77
INV101430,P1010,Charger,9,2023-04-12,477.45,10102,Germany,4297.05
INV101431,P1011,Keyboard,9,2023-06-15,62.26,10198,Norway,560.34
INV101432,P1012,Keyboard,9,2023-06-08,473.4,10189,United Kingdom,4260.599999999999
INV101433,P1013,Backpack,5,2023-01-14,368.01,10021,United Kingdom,1840.05
INV101434,P1014,Phone Case,9,2023-08-13,320.56,10169,Norway,2885.04
INV101435,P1015,Laptop,4,2023-03-14,324.41,10196,Italy,1297.64
INV101436,P1016,Keyboard,2,2023-09-06,414.23,10085,Norway,828.46
INV101437,P1017,Headphones,6,2023-04-01,57.93,10185,Germany,347.58
INV101438,P1018,Monitor,4,2023-08-04,254.85,10032,France,1019.4
INV101439,P1019,Mouse,6,2023-03-31,350.06,10013,Norway,2100.36
INV101440,P1000,Monitor,3,2023-01-29,295.48,10102,France,886.44
INV101441,P1001,Monitor,6,2023-11-01,417.23,10001,Netherlands,2503.38
INV101442,P1002,Backpack,2,2023-08-08,40.77,10089,Spain,81.54
INV101443,P1003,Backpack,2,2023-11-24,346.9,10008,Norway,693.8
INV101444,P1004,Smartwatch,9,2023-08-03,269.34,10120,Germany,2424.06
INV101445,P1005,Monitor,7,2023-08-09,192.68,10133,France,1348.76
INV101446,P1006,Mouse,3,2023-02-11,173.44,10151,United Kingdom,520.3199999999999
INV101447,P1007,Keyboard,1,2023-05-15,312.31,10199,Netherlands,312.31
INV101448,P1008,Headphones,8,2023-02-11,446.04,10105,United Kingdom,3568.32
INV101449,P1009,Charger,6,2023-06-13,250.61,10100,Norway,1503.66
INV101450,P1010,Mouse,7,2023-12-27,413.24,10052,Norway,2892.6800000000003
INV101451,P1011,Keyboard,9,2023-10-10,204.07,10057,United Kingdom,1836.6299999999999
INV101452,P1012,Monitor,5,2023-02-27,55.69,10085,Spain,278.45
INV101453,P1013,Mouse,1,2023-10-29,35.45,10159,Germany,35.45
INV101454,P1014,Phone Case,7,2023-11-18,30.41,10050,France,212.87
INV101455,P1015,Backpack,5,2023-01-25,193.17,10008,France,965.8499999999999
INV101456,P1016,Laptop,3,2023-03-14,171.93,10008,Netherlands,515.79
INV101457,P1017,Monitor,9,2023-05-09,360.38,10115,Netherlands,3243.42
INV101458,P1018,Smartwatch,1,2023-03-28,372.7,10071,Norway,372.7
INV101459,P1019,Mouse,1,2023-11-26,30.17,10020,France,30.17
INV101460,P1000,Keyboard,1,2023-06-02,114.46,10159,France,114.46
INV101461,P1001,Keyboard,3,2023-07-01,140.76,10197,Norway,422.28
INV101462,P1002,Charger,6,2023-05-05,276.07,10134,Spain,1656.42
INV101463,P1003,Laptop,3,2023-03-08,76.54,10139,Italy,229.62
INV101464,P1004,Keyboard,8,2023-01-06,71.3,10014,Spain,570.4
INV101465,P1005,Charger,2,2023-05-05,472.18,10167,Italy,944.36
INV101466,P1006,Charger,9,2023-11-10,403.08,10100,Italy,3627.72
INV101467,P1007,Monitor,3,2023-11-22,94.42,10115,Italy,283.26
INV101468,P1008,Phone Case,5,2023-02-22,206.25,10122,Norway,1031.25
INV101469,P1009,Backpack,8,2023-03-07,181.03,10158,Italy,1448.24
INV101470,P1010,Laptop,2,2023-11-10,396.55,10163,Norway,793.1
INV101471,P1011,Phone Case,6,2023-03-23,257.56,10014,France,1545.3600000000001
INV101472,P1012,Phone Case,5,2023-03-28,68.29,10080,France,341.45000000000005
INV101473,P1013,Headphones,9,2023-01-02,370.8,10183,Netherlands,3337.2000000000003
INV101474,P1014,Monitor,5,2023-07-23,201.46,10128,Germany,1007.3000000000001
INV101475,P1015,Backpack,2,2023-05-30,135.15,10189,United Kingdom,270.3
INV101476,P1016,Headphones,5,2023-10-20,190.87,10106,France,954.35
INV101477,P1017,Headphones,4,2023-04-13,251.39,10187,Norway,1005.56
INV101478,P1018,Smartwatch,7,2023-01-24,174.84,10138,United Kingdom,1223.88
INV101479,P1019,Laptop,6,2023-07-31,124.74,10120,Norway,748.4399999999999
INV101480,P1000,Charger,2,2023-03-06,202.26,10026,United Kingdom,404.52
INV101481,P1001,Mouse,5,2023-07-28,14.49,10100,Italy,72.45
INV101482,P1002,Backpack,7,2023-09-08,387.39,10125,Norway,2711.73
INV101483,P1003,Keyboard,7,2023-04-27,89.62,10002,United Kingdom,627.34
INV101484,P1004,Smartwatch,5,2023-04-26,26.73,10141,Netherlands,133.65
INV101485,P1005,Laptop,9,2023-08-25,328.58,10190,Italy,2957.22
INV101486,P1006,Headphones,4,2023-04-15,388.1,10070,Spain,1552.4
INV101487,P1007,Smartwatch,3,2023-09-16,407.85,10052,Germany,1223.5500000000002
INV101488,P1008,Monitor,4,2023-02-15,249.29,10122,Norway,997.16
INV101489,P1009,Headphones,5,2023-11-07,106.66,10027,United Kingdom,533.3
INV101490,P1010,Phone Case,6,2023-11-27,369.93,10003,Italy,2219.58
INV101491,P1011,Charger,3,2023-08-04,351.36,10130,Netherlands,1054.08
INV101492,P1012,Keyboard,2,2023-10-28,126.9,10047,Italy,253.8
INV101493,P1013,Smartwatch,4,2023-11-29,452.19,10002,Netherlands,1808.76
INV101494,P1014,Mouse,5,2023-01-24,56.66,10032,Spain,283.29999999999995
INV101495,P1015,Smartwatch,4,2023-02-04,491.43,10017,Spain,1965.72
INV101496,P1016,Smartwatch,3,2023-01-24,430.82,10059,Italy,1292.46
INV101497,P1017,Smartwatch,8,2023-01-28,345.51,10063,France,2764.08
INV101498,P1018,Smartwatch,4,2023-01-16,469.68,10112,Germany,1878.72
INV101499,P1019,Smartwatch,2,2023-02-28,362.54,10174,Germany,725.08
INV101500,P1000,Laptop,2,2023-08-31,99.28,10070,Norway,198.56
INV101501,P1001,Backpack,1,2023-07-26,223.87,10021,France,223.87
INV101502,P1002,Laptop,4,2023-09-28,40.39,10150,France,161.56
INV101503,P1003,Backpack,9,2023-09-06,197.88,10062,Norway,1780.92
INV101504,P1004,Phone Case,7,2023-09-24,372.09,10112,Spain,2604.6299999999997
INV101505,P1005,Smartwatch,7,2023-07-12,196.29,10061,Spain,1374.03
INV101506,P1006,Smartwatch,7,2023-12-01,168.5,10094,Netherlands,1179.5
INV101507,P1007,Laptop,8,2023-08-06,299.7,10058,Netherlands,2397.6
INV101508,P1008,Backpack,1,2023-04-25,436.74,10146,Italy,436.74
INV101509,P1009,Phone Case,8,2023-03-09,28.55,10174,Netherlands,228.4
INV101510,P1010,Keyboard,4,2023-10-26,195.81,10189,United Kingdom,783.24
INV101511,P1011,Monitor,4,2023-11-21,83.33,10057,Norway,333.32
INV101512,P1012,Monitor,4,2023-03-16,349.2,10129,Netherlands,1396.8
INV101513,P1013,Mouse,6,2023-04-13,57.33,10106,France,343.98
INV101514,P1014,Monitor,7,2023-10-24,334.08,10153,Germany,2338.56
INV101515,P1015,Charger,6,2023-06-27,146.66,10041,Germany,879.96
INV101516,P1016,Monitor,1,2023-08-03,103.46,10089,United Kingdom,103.46
INV101517,P1017,Laptop,8,2023-11-11,468.49,10047,Netherlands,3747.92
INV101518,P1018,Smartwatch,7,2023-02-08,14.17,10115,United Kingdom,99.19
INV101519,P1019,Monitor,6,2023-09-16,221.7,10043,Norway,1330.1999999999998
INV101520,P1000,Mouse,6,2023-07-23,15.71,10051,United Kingdom,94.26
INV101521,P1001,Keyboard,5,2023-01-07,244.38,10116,United Kingdom,1221.9
INV101522,P1002,Mouse,6,2023-02-18,253.02,10125,United Kingdom,1518.1200000000001
INV101523,P1003,Charger,9,2023-01-26,164.22,10023,Spain,1477.98
INV101524,P1004,Charger,9,2023-06-10,70.42,10103,Spain,633.78
INV101525,P1005,Headphones,8,2023-12-23,191.31,10159,Spain,1530.48
INV101526,P1006,Headphones,9,2023-06-25,337.77,10150,Italy,3039.93
INV101527,P1007,Headphones,8,2023-03-20,392.29,10089,Germany,3138.32
INV101528,P1008,Phone Case,8,2023-01-02,267.72,10160,France,2141.76
INV101529,P1009,Phone Case,1,2023-05-12,296.97,10123,Norway,296.97
INV101530,P1010,Mouse,5,2023-10-03,104.31,10182,Italy,521.55
INV101531,P1011,Smartwatch,4,2023-04-27,147.23,10037,Italy,588.92
INV101532,P1012,Charger,2,2023-06-13,85.14,10102,United Kingdom,170.28
INV101533,P1013,Mouse,8,2023-10-15,128.4,10086,Italy,1027.2
INV101534,P1014,Backpack,3,2023-01-28,116.32,10144,Italy,348.96
INV101535,P1015,Keyboard,4,2023-11-29,262.13,10074,Germany,1048.52
INV101536,P1016,Laptop,7,2023-01-01,283.53,10067,Norway,1984.7099999999998
INV101537,P1017,Charger,9,2023-07-07,472.75,10008,Italy,4254.75
INV101538,P1018,Monitor,2,2023-02-25,101.81,10178,Norway,203.62
INV101539,P1019,Keyboard,3,2023-02-04,322.63,10072,Norway,967.89
INV101540,P1000,Monitor,4,2023-04-22,409.54,10125,France,1638.16
INV101541,P1001,Charger,1,2023-10-13,282.32,10162,Netherlands,282.32
INV101542,P1002,Laptop,7,2023-11-06,131.23,10174,United Kingdom,918.6099999999999
INV101543,P1003,Charger,2,2023-02-05,134.96,10178,Spain,269.92
INV101544,P1004,Laptop,5,2023-08-05,24.43,10089,Norway,122.15
INV101545,P1005,Monitor,1,2023-03-21,156.19,10120,Norway,156.19
INV101546,P1006,Mouse,3,2023-11-10,373.58,10089,Spain,1120.74
INV101547,P1007,Headphones,2,2023-03-24,28.52,10029,United Kingdom,57.04
INV101548,P1008,Charger,1,2023-03-06,113.55,10146,United Kingdom,113.55
INV101549,P1009,Headphones,7,2023-11-21,354.59,10135,Spain,2482.1299999999997
INV101550,P1010,Headphones,5,2023-05-08,392.41,10001,Norway,1962.0500000000002
INV101551,P1011,Charger,1,2023-11-03,230.38,10120,Netherlands,230.38
INV101552,P1012,Laptop,6,2023-01-22,350.55,10052,Spain,2103.3
INV101553,P1013,Mouse,5,2023-08-04,197.04,10092,Spain,985.1999999999999
INV101554,P1014,Monitor,3,2023-04-17,84.16,10014,United Kingdom,252.48
INV101555,P1015,Mouse,7,2023-04-19,202.08,10147,Italy,1414.5600000000002
INV101556,P1016,Monitor,9,2023-12-23,292.08,10159,France,2628.72
INV101557,P1017,Monitor,9,2023-06-30,474.29,10080,Spain,4268.610000000001
INV101558,P1018,Phone Case,9,2023-12-22,39.03,10199,United Kingdom,351.27
INV101559,P1019,Keyboard,2,2023-06-13,256.16,10095,Germany,512.32
INV101560,P1000,Phone Case,3,2023-03-09,167.82,10142,Germany,503.46
INV101561,P1001,Backpack,7,2023-10-19,256.61,10171,Germany,1796.27
INV101562,P1002,Backpack,5,2023-06-29,16.87,10034,Norway,84.35000000000001
INV101563,P1003,Mouse,2,2023-06-30,159.95,10081,Norway,319.9
INV101564,P1004,Keyboard,3,2023-06-18,410.83,10197,Norway,1232.49
INV101565,P1005,Smartwatch,6,2023-01-22,279.2,10167,France,1675.1999999999998
INV101566,P1006,Headphones,7,2023-03-07,228.04,10189,Germany,1596.28
INV101567,P1007,Charger,9,2023-01-21,146.33,10158,Spain,1316.97
INV101568,P1008,Laptop,1,2023-04-10,152.53,10034,United Kingdom,152.53
INV101569,P1009,Mouse,7,2023-10-27,194.64,10096,France,1362.48
INV101570,P1010,Smartwatch,8,2023-04-13,418.61,10184,Germany,3348.88
INV101571,P1011,Smartwatch,3,2023-02-16,483.77,10160,Germany,1451.31
INV101572,P1012,Phone Case,4,2023-02-08,222.13,10128,United Kingdom,888.52
INV101573,P1013,Phone Case,6,2023-10-12,199.71,10143,Germany,1198.26
INV101574,P1014,Smartwatch,7,2023-11-06,424.04,10100,Spain,2968.28
INV101575,P1015,Phone Case,4,2023-03-31,216.32,10050,Germany,865.28
INV101576,P1016,Backpack,8,2023-03-26,278.25,10167,Netherlands,2226.0
INV101577,P1017,Mouse,5,2023-09-30,119.32,10098,Italy,596.5999999999999
INV101578,P1018,Backpack,1,2023-12-02,373.03,10129,Netherlands,373.03
INV101579,P1019,Phone Case,4,2023-07-07,268.33,10014,Germany,1073.32
INV101580,P1000,Monitor,3,2023-06-08,405.47,10169,United Kingdom,1216.41
INV101581,P1001,Phone Case,9,2023-08-31,391.46,10159,Italy,3523.14
INV101582,P1002,Laptop,8,2023-03-14,111.43,10130,Italy,891.44
INV101583,P1003,Backpack,1,2023-02-18,359.24,10171,Netherlands,359.24
INV101584,P1004,Phone Case,6,2023-04-11,401.03,10080,Italy,2406.18
INV101585,P1005,Backpack,9,2023-01-02,176.32,10034,Germany,1586.8799999999999
INV101586,P1006,Smartwatch,7,2023-09-01,90.44,10014,Netherlands,633.0799999999999
INV101587,P1007,Monitor,4,2023-06-25,6.3,10171,Spain,25.2
INV101588,P1008,Phone Case,1,2023-08-26,228.2,10120,Spain,228.2
INV101589,P1009,Monitor,2,2023-02-28,179.45,10070,United Kingdom,358.9
INV101590,P1010,Monitor,5,2023-12-19,279.68,10120,United Kingdom,1398.4
INV101591,P1011,Backpack,5,2023-04-09,98.08,10006,Italy,490.4
INV101592,P1012,Mouse,8,2023-12-25,430.53,10014,United Kingdom,3444.24
INV101593,P1013,Mouse,6,2023-01-02,132.59,10062,Norway,795.54
INV101594,P1014,Backpack,8,2023-08-31,117.08,10190,France,936.64
INV101595,P1015,Headphones,2,2023-10-24,242.95,10071,Germany,485.9
INV101596,P1016,Smartwatch,3,2023-07-30,251.93,10027,Germany,755.79
INV101597,P1017,Laptop,6,2023-05-03,111.47,10102,Germany,668.8199999999999
INV101598,P1018,Smartwatch,3,2023-08-17,139.57,10115,United Kingdom,418.71
INV101599,P1019,Smartwatch,6,2023-03-23,89.0,10135,United Kingdom,534.0
INV101600,P1000,Monitor,6,2023-05-24,360.64,10147,Netherlands,2163.84
INV101601,P1001,Phone Case,2,2023-05-20,386.19,10122,Netherlands,772.38
INV101602,P1002,Monitor,7,2023-01-29,233.85,10054,Germany,1636.95
INV101603,P1003,Mouse,2,2023-09-27,358.47,10051,Italy,716.94
INV101604,P1004,Smartwatch,6,2023-09-04,369.29,10167,Netherlands,2215.7400000000002
INV101605,P1005,Charger,1,2023-01-12,73.45,10159,Italy,73.45
INV101606,P1006,Charger,3,2023-12-21,483.26,10038,Italy,1449.78
INV101607,P1007,Monitor,2,2023-12-03,411.41,10032,Spain,822.82
INV101608,P1008,Backpack,7,2023-04-16,106.22,10187,Italy,743.54
INV101609,P1009,Backpack,4,2023-02-01,97.15,10146,Norway,388.6
INV101610,P1010,Smartwatch,8,2023-03-15,67.2,10120,Netherlands,537.6
INV101611,P1011,Smartwatch,6,2023-06-20,73.5,10092,France,441.0
INV101612,P1012,Charger,4,2023-12-03,375.34,10130,United Kingdom,1501.36
INV101613,P1013,Headphones,5,2023-03-10,237.48,10096,France,1187.3999999999999
INV101614,P1014,Monitor,9,2023-10-28,392.55,10017,Italy,3532.9500000000003
INV101615,P1015,Phone Case,7,2023-12-28,374.4,10151,United Kingdom,2620.7999999999997
INV101616,P1016,Monitor,9,2023-05-17,304.28,10064,Spain,2738.5199999999995
INV101617,P1017,Smartwatch,7,2023-04-10,344.75,10150,France,2413.25
INV101618,P1018,Backpack,1,2023-05-26,14.09,10092,United Kingdom,14.09
INV101619,P1019,Backpack,8,2023-01-09,159.33,10008,Norway,1274.64
INV101620,P1000,Phone Case,4,2023-03-03,320.72,10190,Italy,1282.88
INV101621,P1001,Smartwatch,3,2023-07-04,9.63,10020,France,28.89
INV101622,P1002,Smartwatch,7,2023-01-29,21.32,10128,France,149.24
INV101623,P1003,Mouse,3,2023-04-24,426.68,10087,Italy,1280.04
INV101624,P1004,Phone Case,8,2023-05-23,343.59,10169,France,2748.72
INV101625,P1005,Mouse,6,2023-04-30,136.36,10131,Spain,818.1600000000001
INV101626,P1006,Smartwatch,5,2023-06-19,345.54,10121,Italy,1727.7
INV101627,P1007,Headphones,4,2023-06-06,397.27,10174,Spain,1589.08
INV101628,P1008,Charger,8,2023-12-01,156.86,10198,Spain,1254.88
INV101629,P1009,Phone Case,8,2023-12-15,22.84,10080,Norway,182.72
INV101630,P1010,Backpack,1,2023-09-17,466.73,10098,France,466.73
INV101631,P1011,Laptop,9,2023-03-23,175.86,10119,France,1582.7400000000002
INV101632,P1012,Charger,5,2023-08-30,57.71,10070,Italy,288.55
INV101633,P1013,Laptop,4,2023-06-21,248.47,10012,Spain,993.88
INV101634,P1014,Phone Case,6,2023-08-19,385.39,10131,Spain,2312.34
INV101635,P1015,Monitor,6,2023-07-27,114.72,10146,United Kingdom,688.3199999999999
INV101636,P1016,Monitor,2,2023-03-16,138.4,10146,Germany,276.8
INV101637,P1017,Charger,8,2023-09-27,125.14,10189,United Kingdom,1001.12
INV101638,P1018,Mouse,7,2023-04-24,495.88,10050,Netherlands,3471.16
INV101639,P1019,Mouse,1,2023-03-03,102.71,10061,France,102.71
INV101640,P1000,Mouse,5,2023-12-28,289.88,10150,Germany,1449.4
INV101641,P1001,Laptop,6,2023-11-16,463.01,10047,Italy,2778.06
INV101642,P1002,Phone Case,4,2023-04-12,77.71,10010,Spain,310.84
INV101643,P1003,Phone Case,2,2023-12-28,485.57,10095,Spain,971.14
INV101644,P1004,Charger,4,2023-07-29,474.0,10186,Norway,1896.0
INV101645,P1005,Headphones,1,2023-09-12,442.86,10080,United Kingdom,442.86
INV101646,P1006,Laptop,7,2023-01-20,111.21,10159,United Kingdom,778.4699999999999
INV101647,P1007,Phone Case,2,2023-02-27,318.86,10143,Norway,637.72
INV101648,P1008,Keyboard,2,2023-04-22,381.64,10167,Netherlands,763.28
INV101649,P1009,Smartwatch,9,2023-11-09,493.08,10187,France,4437.72
INV101650,P1010,Headphones,5,2023-07-15,94.31,10069,Norway,471.55
INV101651,P1011,Backpack,2,2023-12-19,384.18,10190,Italy,768.36
INV101652,P1012,Laptop,9,2023-04-02,172.71,10160,Germany,1554.39
INV101653,P1013,Charger,9,2023-02-21,91.94,10032,United Kingdom,827.46
INV101654,P1014,Phone Case,1,2023-10-20,213.58,10061,Italy,213.58
INV101655,P1015,Keyboard,3,2023-01-08,397.95,10112,France,1193.85
INV101656,P1016,Keyboard,4,2023-10-27,235.1,10028,Spain,940.4
INV101657,P1017,Keyboard,7,2023-04-08,271.07,10103,Spain,1897.49
INV101658,P1018,Smartwatch,4,2023-08-24,497.6,10160,United Kingdom,1990.4
INV101659,P1019,Backpack,2,2023-03-10,202.56,10141,Italy,405.12
INV101660,P1000,Monitor,7,2023-02-14,309.62,10159,Germany,2167.34
INV101661,P1001,Monitor,6,2023-05-17,185.8,10131,Netherlands,1114.8000000000002
INV101662,P1002,Headphones,3,2023-08-22,199.43,10169,Italy,598.29
INV101663,P1003,Monitor,6,2023-02-01,349.34,10095,United Kingdom,2096.04
INV101664,P1004,Phone Case,6,2023-10-16,469.25,10197,Italy,2815.5
INV101665,P1005,Monitor,5,2023-05-06,273.47,10119,Spain,1367.3500000000001
INV101666,P1006,Smartwatch,4,2023-03-08,385.36,10091,Germany,1541.44
INV101667,P1007,Headphones,1,2023-01-30,49.16,10130,United Kingdom,49.16
INV101668,P1008,Laptop,6,2023-04-24,109.52,10029,Italy,657.12
INV101669,P1009,Monitor,2,2023-07-23,253.56,10052,Italy,507.12
INV101670,P1010,Smartwatch,3,2023-01-29,14.91,10174,France,44.730000000000004
INV101671,P1011,Mouse,8,2023-05-11,130.16,10131,Netherlands,1041.28
INV101672,P1012,Keyboard,6,2023-07-04,261.11,10050,Italy,1566.66
INV101673,P1013,Laptop,3,2023-09-10,12.41,10089,Spain,37.230000000000004
INV101674,P1014,Monitor,7,2023-10-13,135.95,10130,Spain,951.6499999999999
INV101675,P1015,Monitor,4,2023-03-03,259.45,10026,Netherlands,1037.8
INV101676,P1016,Laptop,9,2023-01-03,288.71,10189,Germany,2598.39
INV101677,P1017,Headphones,5,2023-03-09,463.25,10174,France,2316.25
INV101678,P1018,Headphones,3,2023-01-25,324.45,10087,Italy,973.3499999999999
INV101679,P1019,Mouse,2,2023-06-28,210.29,10011,France,420.58
INV101680,P1000,Laptop,2,2023-05-21,465.52,10091,Germany,931.04
INV101681,P1001,Charger,3,2023-08-19,393.52,10047,Italy,1180.56
INV101682,P1002,Headphones,2,2023-10-27,104.0,10150,France,208.0
INV101683,P1003,Smartwatch,4,2023-06-12,69.77,10144,Germany,279.08
INV101684,P1004,Backpack,2,2023-11-07,339.53,10189,Netherlands,679.06
INV101685,P1005,Laptop,9,2023-05-10,282.14,10187,Netherlands,2539.2599999999998
INV101686,P1006,Headphones,2,2023-09-03,395.89,10061,Spain,791.78
INV101687,P1007,Laptop,9,2023-10-24,370.71,10095,Italy,3336.39
INV101688,P1008,Monitor,6,2023-06-21,314.48,10092,Netherlands,1886.88
INV101689,P1009,Charger,1,2023-03-05,493.26,10184,Spain,493.26
INV101690,P1010,Smartwatch,4,2023-01-31,269.13,10027,France,1076.52
INV101691,P1011,Smartwatch,1,2023-02-16,60.99,10112,France,60.99
INV101692,P1012,Charger,6,2023-05-10,415.0,10197,France,2490.0
INV101693,P1013,Laptop,4,2023-12-18,129.67,10112,Spain,518.68
INV101694,P1014,Headphones,3,2023-11-29,389.76,10011,Spain,1169.28
INV101695,P1015,Monitor,3,2023-04-20,478.77,10192,Germany,1436.31
INV101696,P1016,Charger,9,2023-03-10,349.91,10190,France,3149.19
INV101697,P1017,Mouse,6,2023-02-27,300.03,10154,United Kingdom,1800.1799999999998
INV101698,P1018,Smartwatch,9,2023-04-16,232.89,10088,Spain,2096.0099999999998
INV101699,P1019,Mouse,5,2023-10-27,185.38,10186,Spain,926.9
INV101700,P1000,Headphones,2,2023-11-26,179.74,10088,Spain,359.48
INV101701,P1001,Smartwatch,8,2023-09-13,320.0,10087,Germany,2560.0
INV101702,P1002,Phone Case,5,2023-11-08,376.88,10120,Italy,1884.4
INV101703,P1003,Monitor,2,2023-06-20,340.87,10142,Spain,681.74
INV101704,P1004,Phone Case,4,2023-06-11,103.21,10136,Italy,412.84
INV101705,P1005,Keyboard,9,2023-10-13,249.52,10053,France,2245.6800000000003
INV101706,P1006,Charger,4,2023-03-12,396.86,10080,Italy,1587.44
INV101707,P1007,Smartwatch,4,2023-09-12,240.47,10115,France,961.88
INV101708,P1008,Mouse,2,2023-02-24,270.63,10163,Spain,541.26
INV101709,P1009,Laptop,6,2023-11-19,386.71,10058,Spain,2320.2599999999998
INV101710,P1010,Keyboard,2,2023-01-03,332.33,10103,United Kingdom,664.66
INV101711,P1011,Laptop,7,2023-01-26,207.63,10159,Italy,1453.4099999999999
INV101712,P1012,Laptop,3,2023-11-09,448.23,10051,Italy,1344.69
INV101713,P1013,Phone Case,3,2023-05-06,85.47,10098,France,256.40999999999997
INV101714,P1014,Monitor,5,2023-02-22,497.78,10020,Netherlands,2488.8999999999996
INV101715,P1015,Phone Case,3,2023-07-17,63.83,10144,Spain,191.49
INV101716,P1016,Charger,2,2023-10-26,12.4,10107,Germany,24.8
INV101717,P1017,Charger,9,2023-07-07,445.56,10048,Spain,4010.04
INV101718,P1018,Charger,2,2023-07-05,126.25,10160,Italy,252.5
INV101719,P1019,Monitor,2,2023-11-01,366.2,10135,Germany,732.4
INV101720,P1000,Laptop,8,2023-10-25,406.45,10000,France,3251.6
INV101721,P1001,Smartwatch,9,2023-07-23,430.2,10184,Spain,3871.7999999999997
INV101722,P1002,Keyboard,7,2023-01-11,495.84,10115,United Kingdom,3470.8799999999997
INV101723,P1003,Keyboard,3,2023-12-25,150.55,10122,France,451.65000000000003
INV101724,P1004,Headphones,9,2023-12-20,356.57,10002,Germany,3209.13
INV101725,P1005,Mouse,3,2023-05-26,62.12,10121,United Kingdom,186.35999999999999
INV101726,P1006,Smartwatch,5,2023-03-26,206.37,10092,Norway,1031.85
INV101727,P1007,Charger,9,2023-04-10,424.75,10074,Norway,3822.75
INV101728,P1008,Mouse,3,2023-04-14,186.99,10147,United Kingdom,560.97
INV101729,P1009,Keyboard,7,2023-02-15,297.59,10161,Norway,2083.1299999999997
INV101730,P1010,Monitor,1,2023-02-13,254.37,10065,Spain,254.37
INV101731,P1011,Smartwatch,4,2023-10-05,324.75,10169,France,1299.0
INV101732,P1012,Mouse,4,2023-06-30,486.58,10163,France,1946.32
INV101733,P1013,Laptop,7,2023-07-06,32.59,10150,Italy,228.13000000000002
INV101734,P1014,Smartwatch,8,2023-04-24,289.11,10053,France,2312.88
INV101735,P1015,Headphones,1,2023-09-12,432.2,10130,Germany,432.2
INV101736,P1016,Laptop,5,2023-01-30,243.28,10189,Norway,1216.4
INV101737,P1017,Monitor,7,2023-09-21,43.87,10032,Germany,307.09
INV101738,P1018,Backpack,4,2023-04-08,282.47,10087,Netherlands,1129.88
INV101739,P1019,Phone Case,4,2023-11-09,169.38,10164,Norway,677.52
INV101740,P1000,Headphones,4,2023-11-25,81.7,10087,Spain,326.8
INV101741,P1001,Laptop,6,2023-04-25,425.27,10011,United Kingdom,2551.62
INV101742,P1002,Smartwatch,7,2023-10-03,263.19,10099,France,1842.33
INV101743,P1003,Backpack,2,2023-10-08,466.97,10074,Germany,933.94
INV101744,P1004,Laptop,5,2023-10-02,403.98,10183,Spain,2019.9
INV101745,P1005,Headphones,4,2023-09-18,348.02,10041,France,1392.08
INV101746,P1006,Phone Case,3,2023-11-27,7.49,10146,France,22.47
INV101747,P1007,Charger,7,2023-07-26,216.77,10159,Germany,1517.39
INV101748,P1008,Smartwatch,6,2023-11-24,102.76,10147,Germany,616.5600000000001
INV101749,P1009,Laptop,7,2023-07-30,455.84,10161,Spain,3190.8799999999997
INV101750,P1010,Monitor,5,2023-08-03,91.42,10117,France,457.1
INV101751,P1011,Backpack,6,2023-02-09,146.6,10102,Norway,879.5999999999999
INV101752,P1012,Keyboard,5,2023-01-26,260.83,10083,Spain,1304.1499999999999
INV101753,P1013,Keyboard,7,2023-01-27,135.36,10199,Italy,947.5200000000001
INV101754,P1014,Headphones,2,2023-07-09,108.88,10189,France,217.76
INV101755,P1015,Backpack,5,2023-03-24,301.55,10103,Norway,1507.75
INV101756,P1016,Smartwatch,6,2023-06-19,49.02,10187,Netherlands,294.12
INV101757,P1017,Keyboard,6,2023-06-16,33.79,10070,Netherlands,202.74
INV101758,P1018,Charger,5,2023-07-07,189.26,10157,Spain,946.3
INV101759,P1019,Headphones,7,2023-06-18,361.73,10128,Norway,2532.11
INV101760,P1000,Laptop,8,2023-10-16,279.63,10161,Spain,2237.04
INV101761,P1001,Charger,7,2023-08-17,214.32,10086,Norway,1500.24
INV101762,P1002,Smartwatch,5,2023-04-07,285.05,10049,France,1425.25
INV101763,P1003,Smartwatch,1,2023-01-16,185.9,10156,Spain,185.9
INV101764,P1004,Monitor,5,2023-10-06,468.39,10131,Netherlands,2341.95
INV101765,P1005,Laptop,2,2023-05-15,32.18,10171,Norway,64.36
